,zpid,price_str,price,zestimate,rent_zestimate,tax_assesed_value,beds,baths,sqft,lot_sqft,lot_acres,lat,lng,zip_code,city,state,address,status_type,status_text,home_type,is_preforeclosure,is_zillow_owned,days_on_zillow,link,miles_from_work,miles_from_work_class,price_per_square_foot,price_per_lot_size,lot_size_per_square_foot,beds_per_square_foot,baths_per_square_foot,beds_and_baths_per_square_foot,lot_sqft_vs_house_sqft,zestimate_vs_price
195,13728935,"$595,000",595000.0,612207.0,2500.0,346622.0,4.0,2.0,1260.0,6283.0,0.1442378328741965,39.797432,-105.07105,80002,Arvada,CO,5570 Otis Ct Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5570-Otis-Ct-Arvada-CO-80002/13728935_zpid/,11.098075013558026,Middle,472.22222222222223,94.69998408403629,5023.0,315.0,630.0,210.0,4.9865079365079366,17207.0
196,13719357,"$625,000",625000.0,638095.0,3227.0,411260.0,5.0,3.0,2464.0,8186.0,0.1879247015610652,39.816784,-105.14114,80004,Arvada,CO,12660 W 66th Pl Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/12660-W-66th-Pl-Arvada-CO-80004/13719357_zpid/,7.796617233225903,Good,253.6525974025974,76.3498656242365,5722.0,492.8,821.3333333333334,308.0,3.32224025974026,13095.0
197,63367041,"$998,500",998500.0,998501.0,4686.0,748841.0,6.0,5.0,4644.0,12501.0,0.28698347107438016,39.831097,-105.17629,80007,Arvada,CO,15726 W 74th Pl Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/15726-W-74th-Pl-Arvada-CO-80007/63367041_zpid/,6.121499795209698,Best,215.00861326442723,79.8736101111911,7857.0,774.0,928.8,422.1818181818182,2.691860465116279,1.0
198,13730376,"$654,975",654975.0,667741.0,2398.0,346998.0,2.0,2.0,1112.0,7405.2,0.16999999999999998,39.79597,-105.10408,80002,Arvada,CO,5475 Hoyt Dr Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5475-Hoyt-Dr-Arvada-CO-80002/13730376_zpid/,10.068017647647883,Middle,589.0062949640288,88.44798249878464,6293.2,556.0,556.0,278.0,6.659352517985611,12766.0
199,119082769,"$1,750,000",1750000.0,1742045.0,5192.0,925463.0,4.0,4.0,6596.0,15245.999999999998,0.35,39.869495,-105.18311,80007,Arvada,CO,9566 Poppy Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9566-Poppy-Way-Arvada-CO-80007/119082769_zpid/,3.532861711794054,Best,265.3123104912068,114.78420569329661,8649.999999999998,1649.0,1649.0,824.5,2.3114008489993934,-7955.0
200,13313111,"$947,000",947000.0,974042.0,3548.0,699000.0,2.0,3.0,2257.0,5100.0,0.11707988980716254,39.765053,-105.048004,80212,Denver,CO,4709 W 34th Ave Denver CO 80212,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/4709-W-34th-Ave-Denver-CO-80212/13313111_zpid/,13.583890197181194,Subpar,419.5835179441737,185.68627450980392,2843.0,1128.5,752.3333333333334,451.4,2.259636685866194,27042.0
201,338449306,"$649,990",649990.0,660120.0,2900.0,96073.0,3.0,2.0,2508.0,1334.0,0.030624426078971534,39.82226,-105.166885,80007,Arvada,CO,15184 W 69th Ave Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/15184-W-69th-Ave-Arvada-CO-80007/338449306_zpid/,6.866409621951938,Best,259.1666666666667,487.24887556221887,-1174.0,836.0,1254.0,501.6,0.5318979266347688,10130.0
202,13734966,"$798,500",798500.0,806033.0,3249.0,545025.0,5.0,3.0,4653.0,10018.8,0.22999999999999998,39.779266,-105.07592,80033,Wheat Ridge,CO,4541 Saulsbury St Wheat Ridge CO 80033,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/4541-Saulsbury-St-Wheat-Ridge-CO-80033/13734966_zpid/,11.88641215139738,Middle,171.60971416290565,79.70016369225856,5365.799999999999,930.6,1551.0,581.625,2.153191489361702,7533.0
203,13718097,"$699,000",699000.0,711156.0,2999.0,418875.0,5.0,3.0,2820.0,8040.0,0.18457300275482094,39.814854,-105.121155,80004,Arvada,CO,6485 Parfet St Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6485-Parfet-St-Arvada-CO-80004/13718097_zpid/,8.479429137612795,Good,247.87234042553192,86.94029850746269,5220.0,564.0,940.0,352.5,2.851063829787234,12156.0
204,119083062,"$819,000",819000.0,827272.0,4206.0,509948.0,4.0,3.0,4311.0,7677.0,0.1762396694214876,39.868923,-105.16845,80007,Arvada,CO,9553 Joyce Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9553-Joyce-Way-Arvada-CO-80007/119083062_zpid/,3.982508262970816,Best,189.97912317327766,106.68229777256741,3366.0,1077.75,1437.0,615.8571428571429,1.7807933194154488,8272.0
205,13745060,"$1,600,000",1600000.0,1600006.0,4347.0,754381.0,4.0,3.0,5036.0,18674.0,0.4286960514233242,39.74208,-105.137344,80215,Lakewood,CO,12362 W 16th Dr Lakewood CO 80215,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/12362-W-16th-Dr-Lakewood-CO-80215/13745060_zpid/,12.61022510254183,Subpar,317.7124702144559,85.68062546856592,13638.0,1259.0,1678.6666666666667,719.4285714285714,3.708101667990469,6.0
206,338450514,"$625,000",625000.0,,,44915.0,3.0,4.0,1740.0,2150.0,0.049357208448117536,39.808716,-105.05569,80003,Arvada,CO,6025 Benton St Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6025-Benton-St-Arvada-CO-80003/338450514_zpid/,11.140267322210885,Middle,359.1954022988506,290.69767441860466,410.0,580.0,435.0,248.57142857142858,1.235632183908046,
207,58768382,"$949,000",949000.0,957759.0,4140.0,644974.0,4.0,4.0,3675.0,5227.2,0.12,39.83837,-105.146774,80005,Arvada,CO,7855 Zinnia St Arvada CO 80005,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7855-Zinnia-St-Arvada-CO-80005/58768382_zpid/,6.3698167826967635,Best,258.2312925170068,181.55035200489746,1552.1999999999998,918.75,918.75,459.375,1.4223673469387754,8759.0
208,13698678,"$875,000",875000.0,882720.0,3994.0,584823.0,4.0,4.0,3403.0,8326.0,0.1911386593204775,39.848297,-105.13075,80005,Arvada,CO,8334 Swadley St Arvada CO 80005,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8334-Swadley-St-Arvada-CO-80005/13698678_zpid/,6.367641414698036,Best,257.126065236556,105.09248138361758,4923.0,850.75,850.75,425.375,2.4466647076109314,7720.0
209,295313596,"$1,325,000",1325000.0,1325007.0,3587.0,87883.0,3.0,5.0,3307.0,4797.0,0.11012396694214877,39.820168,-105.08973,80004,Arvada,CO,8367 W 68th Ave Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8367-W-68th-Ave-Arvada-CO-80004/295313596_zpid/,9.279211330506577,Good,400.6652555185969,276.2143006045445,1490.0,1102.3333333333333,661.4,413.375,1.4505594194133655,7.0
210,121928975,"$785,000",785000.0,795047.0,2926.0,443646.0,2.0,3.0,2956.0,3875.0,0.08895775941230487,39.852028,-105.18743,80007,Arvada,CO,8604 Rogers Way APT B Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8604-Rogers-Way-APT-B-Arvada-CO-80007/121928975_zpid/,4.562675211117348,Best,265.5615696887686,202.58064516129033,919.0,1478.0,985.3333333333334,591.2,1.310893098782138,10047.0
211,13716944,"$675,000",675000.0,686440.0,3099.0,512316.0,5.0,3.0,2304.0,7786.0,0.17874196510560147,39.815292,-105.09527,80004,Arvada,CO,6516 Estes St Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6516-Estes-St-Arvada-CO-80004/13716944_zpid/,9.3194198812772,Good,292.96875,86.69406627279733,5482.0,460.8,768.0,288.0,3.3793402777777777,11440.0
212,13698974,"$650,000",650000.0,661818.0,2852.0,439847.0,4.0,3.0,2267.0,10516.0,0.24141414141414141,39.834106,-105.15395,80005,Arvada,CO,7617 Coors Ct Arvada CO 80005,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7617-Coors-Ct-Arvada-CO-80005/13698974_zpid/,6.420219305247036,Best,286.7225408028231,61.81057436287562,8249.0,566.75,755.6666666666666,323.85714285714283,4.6387295985884425,11818.0
213,13315321,"$2,775,000",2775000.0,2755375.0,10585.0,1620400.0,5.0,7.0,4200.0,5970.0,0.13705234159779614,39.754013,-105.049545,80212,Denver,CO,2500 Xavier St Denver CO 80212,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2500-Xavier-St-Denver-CO-80212/13315321_zpid/,14.123725329932302,Subpar,660.7142857142857,464.8241206030151,1770.0,840.0,600.0,350.0,1.4214285714285715,-19625.0
214,13744146,"$745,000",745000.0,757173.0,2895.0,541195.0,4.0,3.0,2427.0,12541.0,0.2879017447199265,39.748432,-105.132,80215,Lakewood,CO,2070 Union Dr Lakewood CO 80215,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2070-Union-Dr-Lakewood-CO-80215/13744146_zpid/,12.29258849864009,Middle,306.9633292130202,59.405151104377644,10114.0,606.75,809.0,346.7142857142857,5.167284713638237,12173.0
215,108394074,"$1,495,000",1495000.0,1486140.0,6574.0,1108354.0,5.0,5.0,6914.0,13081.0,0.30029843893480257,39.756104,-105.14688,80401,Golden,CO,13198 W 27th Ln Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/13198-W-27th-Ln-Golden-CO-80401/108394074_zpid/,11.531121443253578,Middle,216.2279433034423,114.28789847870958,6167.0,1382.8,1382.8,691.4,1.891958345386173,-8860.0
216,13687551,"$620,000",620000.0,629999.0,2679.0,440792.0,3.0,2.0,2338.0,7144.0,0.1640036730945822,39.866016,-105.100075,80021,Westminster,CO,9386 Garrison Dr Westminster CO 80021,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9386-Garrison-Dr-Westminster-CO-80021/13687551_zpid/,6.908763905641893,Best,265.18391787852863,86.78611422172452,4806.0,779.3333333333334,1169.0,467.6,3.0556030795551754,9999.0
217,334527196,"$660,323",660323.0,,,56950.0,3.0,3.0,1804.0,1950.0,0.044765840220385676,39.79411,-105.12458,80002,Arvada,CO,11231 W 53rd Dr Arvada CO 80002,FOR_SALE,New construction,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/11231-W-53rd-Dr-Arvada-CO-80002/334527196_zpid/,9.592967305913012,Good,366.0327050997783,338.6271794871795,146.0,601.3333333333334,601.3333333333334,300.6666666666667,1.080931263858093,
218,13726596,"$675,000",675000.0,687272.0,2949.0,443027.0,4.0,2.0,2428.0,9424.0,0.21634527089072544,39.79963,-105.09472,80002,Arvada,CO,5655 Dudley St Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5655-Dudley-St-Arvada-CO-80002/13726596_zpid/,10.163356583114881,Middle,278.006589785832,71.62563667232598,6996.0,607.0,1214.0,404.6666666666667,3.8813838550247115,12272.0
219,119082951,"$840,000",840000.0,849664.0,3350.0,475156.0,3.0,3.0,2966.0,8799.0,0.20199724517906337,39.86704,-105.178444,80007,Arvada,CO,9382 Noble Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9382-Noble-Way-Arvada-CO-80007/119082951_zpid/,3.79990732498525,Best,283.2097100472016,95.4653937947494,5833.0,988.6666666666666,988.6666666666666,494.3333333333333,2.9666217127444368,9664.0
220,13717203,"$599,000",599000.0,616323.0,2801.0,412773.0,5.0,3.0,2292.0,7418.0,0.17029384756657484,39.821835,-105.11506,80004,Arvada,CO,6903 Moore St Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6903-Moore-St-Arvada-CO-80004/13717203_zpid/,8.291074728302613,Good,261.3438045375218,80.74952817471016,5126.0,458.4,764.0,286.5,3.236474694589878,17323.0
221,13730516,"$599,900",599900.0,612469.0,2199.0,311324.0,2.0,1.0,972.0,7429.0,0.1705463728191001,39.794674,-105.10509,80002,Arvada,CO,5395 Independence St Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5395-Independence-St-Arvada-CO-80002/13730516_zpid/,10.110626942837085,Middle,617.1810699588477,80.75111051285502,6457.0,486.0,972.0,324.0,7.643004115226337,12569.0
222,13714675,"$560,000",560000.0,578571.0,2500.0,402705.0,5.0,3.0,2486.0,10760.0,0.24701561065197428,39.823925,-105.080376,80003,Arvada,CO,7455 W 69th Pl Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7455-W-69th-Pl-Arvada-CO-80003/13714675_zpid/,9.462670781860194,Good,225.2614641995173,52.04460966542751,8274.0,497.2,828.6666666666666,310.75,4.328238133547868,18571.0
223,121928553,"$840,000",840000.0,852651.0,3434.0,472579.0,4.0,4.0,3096.0,6050.0,0.1388888888888889,39.854942,-105.19031,80007,Arvada,CO,16978 W 87th Ave Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/16978-W-87th-Ave-Arvada-CO-80007/121928553_zpid/,4.325074755994666,Best,271.3178294573643,138.84297520661158,2954.0,774.0,774.0,387.0,1.9541343669250646,12651.0
224,119083763,"$815,000",815000.0,824819.0,4352.0,524876.0,5.0,4.0,4311.0,6534.0,0.15,39.867306,-105.169334,80007,Arvada,CO,9455 Joyce Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9455-Joyce-Way-Arvada-CO-80007/119083763_zpid/,4.044727344794553,Best,189.0512642078404,124.73217018671563,2223.0,862.2,1077.75,479.0,1.5156576200417538,9819.0
225,13728866,"$475,000",475000.0,492221.0,2706.0,364154.0,1.0,2.0,1228.0,13068.0,0.3,39.801422,-105.06766,80002,Arvada,CO,5755 Lamar St Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5755-Lamar-St-Arvada-CO-80002/13728866_zpid/,11.023577925057909,Middle,386.80781758957653,36.348331802877254,11840.0,1228.0,614.0,409.3333333333333,10.64169381107492,17221.0
226,121926698,"$799,000",799000.0,808626.0,4851.0,533563.0,5.0,5.0,3817.0,5500.0,0.12626262626262627,39.85554,-105.19052,80007,Arvada,CO,17037 W 87th Ave Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/17037-W-87th-Ave-Arvada-CO-80007/121926698_zpid/,4.282298975442575,Best,209.32669635839665,145.27272727272728,1683.0,763.4,763.4,381.7,1.440922190201729,9626.0
227,121926937,"$1,000,000",1000000.0,1000009.0,4100.0,610557.0,3.0,3.0,4000.0,9610.0,0.22061524334251606,39.84837,-105.18593,80007,Arvada,CO,8438 Quartz Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8438-Quartz-Way-Arvada-CO-80007/121926937_zpid/,4.827643166653775,Best,250.0,104.0582726326743,5610.0,1333.3333333333333,1333.3333333333333,666.6666666666666,2.4025,9.0
228,51407135,"$825,000",825000.0,838983.0,3128.0,543358.0,4.0,4.0,3312.0,20908.8,0.48,39.868755,-105.07792,80021,Westminster,CO,7285 W 94th Pl Westminster CO 80021,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7285-W-94th-Pl-Westminster-CO-80021/51407135_zpid/,7.875498662843877,Good,249.09420289855072,39.457070707070706,17596.8,828.0,828.0,414.0,6.3130434782608695,13983.0
229,13693886,"$630,000",630000.0,645840.0,2928.0,435390.0,3.0,3.0,2174.0,9981.0,0.22913223140495867,39.85195,-105.08534,80005,Arvada,CO,8472 Zephyr St Arvada CO 80005,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8472-Zephyr-St-Arvada-CO-80005/13693886_zpid/,8.079350982232363,Good,289.7884084636614,63.11992786293958,7807.0,724.6666666666666,724.6666666666666,362.3333333333333,4.591076356945722,15840.0
230,331705252,"$939,000",939000.0,,,735330.0,6.0,4.0,3255.0,8712.0,0.2,39.828884,-105.142166,80005,Arvada,CO,7263 Xenophon Ct Arvada CO 80005,FOR_SALE,New construction,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7263-Xenophon-Ct-Arvada-CO-80005/331705252_zpid/,7.052139580215417,Good,288.47926267281105,107.78236914600551,5457.0,542.5,813.75,325.5,2.6764976958525346,
231,13735781,"$675,000",675000.0,686029.0,2738.0,450657.0,4.0,2.0,2628.0,10454.0,0.23999081726354454,39.77554,-105.072426,80033,Wheat Ridge,CO,4295 Pierce St Wheat Ridge CO 80033,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/4295-Pierce-St-Wheat-Ridge-CO-80033/13735781_zpid/,12.203528313224538,Middle,256.8493150684931,64.56858618710541,7826.0,657.0,1314.0,438.0,3.9779299847793,11029.0
232,13725651,"$725,000",725000.0,738181.0,2937.0,395929.0,5.0,3.0,2292.0,7405.2,0.16999999999999998,39.811558,-105.10616,80004,Arvada,CO,9642 W 63rd Pl Arvada CO 80004,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9642-W-63rd-Pl-Arvada-CO-80004/13725651_zpid/,9.140354709242054,Good,316.3176265270506,97.9041754442824,5113.2,458.4,764.0,286.5,3.230890052356021,13181.0
233,13740656,"$949,000",949000.0,965084.0,2766.0,570900.0,3.0,3.0,2121.0,12387.0,0.284366391184573,39.763695,-105.117584,80033,Wheat Ridge,CO,3320 Nelson St Wheat Ridge CO 80033,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/3320-Nelson-St-Wheat-Ridge-CO-80033/13740656_zpid/,11.626570953989,Middle,447.4304573314474,76.61257770242997,10266.0,707.0,707.0,353.5,5.8401697312588405,16084.0
234,13740340,"$965,000",965000.0,976103.0,3249.0,473302.0,4.0,3.0,2756.0,12894.0,0.2960055096418733,39.76489,-105.109024,80033,Wheat Ridge,CO,9965 W 34th Dr Wheat Ridge CO 80033,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9965-W-34th-Dr-Wheat-Ridge-CO-80033/13740340_zpid/,11.76005991518355,Middle,350.14513788098697,74.84101132309601,10138.0,689.0,918.6666666666666,393.7142857142857,4.678519593613934,11103.0
235,249094891,"$2,000,000",2000000.0,1985401.0,5458.0,892002.0,5.0,5.0,5183.0,12766.0,0.2930670339761249,39.869476,-105.20458,80007,Arvada,CO,9542 Yucca Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9542-Yucca-Way-Arvada-CO-80007/249094891_zpid/,3.175812752723719,Best,385.87690526721974,156.66614444618517,7583.0,1036.6,1036.6,518.3,2.463052286320664,-14599.0
236,13744748,"$765,000",765000.0,776273.0,3128.0,657811.0,4.0,3.0,2401.0,14550.0,0.33402203856749313,39.743042,-105.14582,80401,Golden,CO,13000 Willow Ln Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/13000-Willow-Ln-Golden-CO-80401/13744748_zpid/,12.409255383224828,Subpar,318.61724281549357,52.577319587628864,12149.0,600.25,800.3333333333334,343.0,6.0599750104123284,11273.0
237,334526765,"$750,000",750000.0,759599.0,3599.0,90119.0,4.0,4.0,2564.0,2207.0,0.05066574839302112,39.799465,-105.13636,80002,Arvada,CO,12260 W 57th Pl Arvada CO 80002,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/12260-W-57th-Pl-Arvada-CO-80002/334526765_zpid/,8.970175902885009,Good,292.5117004680187,339.8278205709107,-357.0,641.0,641.0,320.5,0.8607644305772231,9599.0
238,13728277,"$625,000",625000.0,647660.0,2588.0,369713.0,4.0,3.0,1850.0,10746.0,0.24669421487603305,39.807346,-105.056335,80003,Arvada,CO,5425 Wellington Pkwy Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5425-Wellington-Pkwy-Arvada-CO-80003/13728277_zpid/,11.177316774734123,Middle,337.8378378378378,58.16117625162851,8896.0,462.5,616.6666666666666,264.2857142857143,5.808648648648648,22660.0
239,131684861,"$779,000",779000.0,787963.0,3964.0,553221.0,3.0,4.0,4629.0,6747.0,0.15488980716253445,39.86781,-105.19701,80007,Arvada,CO,17490 W 94th Dr Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/17490-W-94th-Dr-Arvada-CO-80007/131684861_zpid/,3.372432801089378,Best,168.28688701663427,115.45872239513858,2118.0,1543.0,1157.25,661.2857142857143,1.457550226830849,8963.0
240,13688000,"$649,000",649000.0,660500.0,2814.0,371637.0,4.0,2.0,1717.0,6211.0,0.14258494031221303,39.866802,-105.104065,80021,Westminster,CO,9491 Garrison Ct Westminster CO 80021,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9491-Garrison-Ct-Westminster-CO-80021/13688000_zpid/,6.697894695892529,Best,377.98485730926035,104.4920302688778,4494.0,429.25,858.5,286.1666666666667,3.617355853232382,11500.0
241,13295324,"$795,000",795000.0,823058.0,2747.0,490500.0,4.0,2.0,1690.0,6098.4,0.13999999999999999,39.771572,-105.0484,80212,Denver,CO,3920 N Wolff St Denver CO 80212,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/3920-N-Wolff-St-Denver-CO-80212/13295324_zpid/,13.229588125831542,Subpar,470.41420118343194,130.362062180244,4408.4,422.5,845.0,281.6666666666667,3.6085207100591714,28058.0
242,13745498,"$750,000",750000.0,769230.0,2667.0,480100.0,3.0,2.0,1882.0,16168.000000000002,0.3711662075298439,39.748505,-105.11557,80215,Lakewood,CO,2070 Moore St Lakewood CO 80215,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2070-Moore-St-Lakewood-CO-80215/13745498_zpid/,12.622022308605493,Subpar,398.5122210414453,46.38792676892627,14286.000000000002,627.3333333333334,941.0,376.4,8.590860786397451,19230.0
243,13746488,"$799,000",799000.0,811887.0,2714.0,446346.0,3.0,2.0,1389.0,16988.4,0.39,39.75255,-105.09593,80215,Lakewood,CO,2360 Estes St Lakewood CO 80215,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2360-Estes-St-Lakewood-CO-80215/13746488_zpid/,12.841705354659632,Subpar,575.2339812814974,47.032092486637936,15599.400000000001,463.0,694.5,277.8,12.230669546436285,12887.0
244,338450581,"$1,775,000",1775000.0,1765918.0,4200.0,225460.0,5.0,5.0,3438.0,5837.0,0.13399908172635444,39.76167,-105.05555,80214,Wheat Ridge,CO,3153 Benton St Wheat Ridge CO 80214,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/3153-Benton-St-Wheat-Ridge-CO-80214/338450581_zpid/,13.510715639815867,Subpar,516.2885398487492,304.0945691279767,2399.0,687.6,687.6,343.8,1.6977894124490984,-9082.0
245,13697410,"$700,000",700000.0,707070.0,3196.0,546898.0,2.0,2.0,4026.0,9583.0,0.21999540863177228,39.84995,-105.12346,80005,Arvada,CO,8402 Owens Ct Arvada CO 80005,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8402-Owens-Ct-Arvada-CO-80005/13697410_zpid/,6.562015439259074,Best,173.86984600099353,73.04601899196494,5557.0,2013.0,2013.0,1006.5,2.3802781917536016,7070.0
246,13712862,"$540,000",540000.0,560734.0,2881.0,375764.0,3.0,2.0,1792.0,7618.0,0.17488521579430671,39.826714,-105.066,80003,Arvada,CO,6265 W 71st Pl Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6265-W-71st-Pl-Arvada-CO-80003/13712862_zpid/,9.925747951273523,Middle,301.3392857142857,70.88474665266475,5826.0,597.3333333333334,896.0,358.4,4.251116071428571,20734.0
247,13691324,"$749,900",749900.0,,,394886.0,4.0,4.0,2340.0,8712.0,0.2,39.855534,-105.068054,80003,Arvada,CO,8737 Lamar Cir Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8737-Lamar-Cir-Arvada-CO-80003/13691324_zpid/,8.746453097863036,Good,320.47008547008545,86.07667584940312,6372.0,585.0,585.0,292.5,3.723076923076923,
248,13713907,"$574,800",574800.0,599791.0,2932.0,400652.0,4.0,2.0,2046.0,8276.4,0.19,39.81342,-105.06327,80003,Arvada,CO,6420 Ingalls St Arvada CO 80003,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6420-Ingalls-St-Arvada-CO-80003/13713907_zpid/,10.623515143372188,Middle,280.9384164222874,69.45048571842831,6230.4,511.5,1023.0,341.0,4.04516129032258,24991.0
249,13677717,"$1,275,000",1275000.0,1275004.0,4685.0,873131.0,5.0,4.0,4535.0,67518.0,1.55,39.841995,-105.180214,80007,Arvada,CO,7982 Orion Way Arvada CO 80007,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7982-Orion-Way-Arvada-CO-80007/13677717_zpid/,5.341915957565672,Best,281.14663726571115,18.883853194703633,62983.0,907.0,1133.75,503.8888888888889,14.888202866593165,4.0
250,13685808,"$564,000",564000.0,571339.0,3198.0,429601.0,4.0,4.0,2416.0,6124.0,0.14058769513314967,39.874477,-105.10139,80021,Westminster,CO,9401 W 98th Ave Westminster CO 80021,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/9401-W-98th-Ave-Westminster-CO-80021/13685808_zpid/,6.579069474147239,Best,233.4437086092715,92.09666884389289,3708.0,604.0,604.0,302.0,2.5347682119205297,7339.0
251,334527003,"$646,445",646445.0,,,56950.0,2.0,3.0,1710.0,2249.0,0.05162993572084481,39.794125,-105.12439,80002,Arvada,CO,11201 W 53rd Dr Arvada CO 80002,FOR_SALE,New construction,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/11201-W-53rd-Dr-Arvada-CO-80002/334527003_zpid/,9.597039357250154,Good,378.03801169590645,287.4366385060027,539.0,855.0,570.0,342.0,1.315204678362573,
